Matrix Key,Area,Asset,Canonical ID,Repository Filename,Media Type,Batch,Evidence Strength,Inclusion,Story Role,Narrative Story,Primary Narrative Section,Proposed Report Use,Qualification / Caution,Inspector Review,Inspector Note
LoadoutStationSample3-REF-003,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-003,LoadoutStationSample3-REF-003.jpg,Photo,B,Direct / Supporting,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting size-selective image: smaller fragments remain on the belt while larger product is visible outside the intended carrying path.,Does not quantify a capacity threshold or prove a single cause of escape.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain S.
LoadoutStationSample3-REF-004,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-004,LoadoutStationSample3-REF-004.jpg,Photo,B,Direct / Supporting,E,MECHANISM; DEFECT / CONDITION; CONSEQUENCE; PROCESS RELATIONSHIP,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Preferred global relationship-summary image combining product size belt position/usable margin and product outside the intended carrying path.,Shows interacting conditions in one frame but does not establish which condition initiated the event.,ACCEPTED / FOCUSED REVIEW CLOSED,Elevated A to E.
LoadoutStationSample3-REF-005,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-005,LoadoutStationSample3-REF-005.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION; PROCESS RELATIONSHIP,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Essential coarse-lump size versus narrow-belt-width evidence.,Does not establish live feed rate or quantitative design-capacity overload.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain E.
LoadoutStationSample3-REF-006,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-006,LoadoutStationSample3-REF-006.jpg,Photo,B,Direct / Supporting,E,MECHANISM; DEFECT / CONDITION; PROCESS RELATIONSHIP; MAINTENANCE / DESIGN DETAIL,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Principal exposed-roller / asymmetric belt-position image plus uneven loading-distribution context.,Supports visually substantial captured lateral offset but not an exact dimension percentage persistence or mechanical cause.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain E; principal tracking pair with REF-007.
LoadoutStationSample3-REF-007,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-007,LoadoutStationSample3-REF-007.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION; CONSEQUENCE; MAINTENANCE / DESIGN DETAIL,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Complementary image showing visually substantial lateral offset and associated local containment condition.,Do not publish a visual percentage estimate; quantitative offset requires site measurement.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain E; principal tracking pair with REF-006.
LoadoutStationSample3-REF-008,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-008,LoadoutStationSample3-REF-008.jpg,Photo,B,Direct,A,EXTENT / SEVERITY; CONSEQUENCE,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Alternate consequence/extent evidence.,No unique relationship requiring body elevation.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain A.
LoadoutStationSample3-REF-009,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-009,LoadoutStationSample3-REF-009.jpg,Photo,B,Direct / Supporting,A,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Local edge/containment-geometry support for appendix/reference use.,Not required in the principal body chain.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain A.
LoadoutStationSample3-REF-010,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-010,LoadoutStationSample3-REF-010.jpg,Photo,B,Context only,A,TOPOLOGY / ORIENTATION; MAINTENANCE / DESIGN DETAIL,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Drive/end-station orientation and mechanical inspection context.,Does not independently establish the tracking cause.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain A.
LoadoutStationSample3-REF-011,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-011,LoadoutStationSample3-REF-011.jpg,Photo,B,Direct,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting loaded-belt / coarse-product / material-below-belt evidence.,Adds support but is not required as a principal body relationship image.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain S.
LoadoutStationSample3-REF-012,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-012,LoadoutStationSample3-REF-012.jpg,Photo,B,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Feed/product-size/narrow-belt containment plus visually substantial lateral belt offset,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Principal wider consequence/severity image showing extensive accumulated product on surrounding grating/access.,Does not by itself identify the initiating mechanism.,ACCEPTED / FOCUSED REVIEW CLOSED,Retain E.
