Matrix Key,Area,Asset,Canonical ID,Repository Filename,Media Type,Batch,Evidence Strength,Inclusion,Story Role,Narrative Story,Primary Narrative Section,Proposed Report Use,Qualification / Caution,Inspector Review,Inspector Note
UGUC05_04_03_02_01-REF-006,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-006,UGUC05_04_03_02_01-REF-006.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Hero under-conveyor fines mound demonstrating severe local accumulation.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,ACCEPTED,
UGUC05_04_03_02_01-REF-007,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-007,UGUC05_04_03_02_01-REF-007.JPG,Photo,F,Direct inspected-condition baseline / Context,E,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Essential comparatively clear comparator demonstrating variation along the route; recent-cleaning explanation remains source-recorded.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,ACCEPTED,
UGUC05_04_03_02_01-REF-008,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-008,UGUC05_04_03_02_01-REF-008.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Second strong severe under-conveyor fines mound.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,ACCEPTED,
UGUC05_04_03_02_01-REF-009,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-009,UGUC05_04_03_02_01-REF-009.JPG,Photo,F,Direct,S,MECHANISM; DEFECT / CONDITION,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-010,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-010,UGUC05_04_03_02_01-REF-010.JPG,Photo,F,Supporting / Context,S,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-011,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-011,UGUC05_04_03_02_01-REF-011.JPG,Photo,F,Direct,S,MECHANISM; DEFECT / CONDITION,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-012,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-012,UGUC05_04_03_02_01-REF-012.JPG,Photo,F,Direct / Supporting,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-013,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-013,UGUC05_04_03_02_01-REF-013.JPG,Photo,F,Supporting / Context,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-014,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-014,UGUC05_04_03_02_01-REF-014.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Supporting evidence for distributed fines accumulation along the continuous underground route.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGUC05_04_03_02_01-REF-015,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-015,UGUC05_04_03_02_01-REF-015.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Hero wider longitudinal accumulation image supporting distributed recurrence.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,ACCEPTED,
UGUC05_04_03_02_01-REF-016,Underground - Central Block,UC05-UC01 Continuous Conveyor System,UGUC05_04_03_02_01-REF-016,UGUC05_04_03_02_01-REF-016.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; PROCESS RELATIONSHIP,Distributed fines accumulation along the continuous underground route,5. The Material Journey / 8. Fines Are Being Lost Progressively,Strong alternate severe local accumulation image.,Carryback is a mechanism interpretation rather than sole proven origin of every deposit. Recent cleaning history for comparatively clear sections remains source-recorded.,PENDING,
UGU3-REF-001,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-001,UGU3-REF-001.JPG,Photo,F,Context only,A,TOPOLOGY / ORIENTATION,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for local conveyor-adjacent accumulation with roadway-attribution caution.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,ACCEPTED,
UGU3-REF-002,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-002,UGU3-REF-002.JPG,Photo,F,Supporting / Context,A,TOPOLOGY / ORIENTATION; EXTENT / SEVERITY,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for local conveyor-adjacent accumulation with roadway-attribution caution.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,ACCEPTED,
UGU3-REF-003,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-003,UGU3-REF-003.JPG,Photo,F,Supporting / Context,A,TOPOLOGY / ORIENTATION; EXTENT / SEVERITY,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for local conveyor-adjacent accumulation with roadway-attribution caution.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,ACCEPTED,
UGU3-REF-004,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-004,UGU3-REF-004.JPG,Photo,F,Direct,S,DEFECT / CONDITION; EXTENT / SEVERITY,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Strong direct conveyor-adjacent fines/mixed accumulation.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,PENDING,
UGU3-REF-005,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-005,UGU3-REF-005.JPG,Photo,F,Direct,S,DEFECT / CONDITION; EXTENT / SEVERITY,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Second direct local accumulation beneath/adjacent to equipment.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,PENDING,
UGU3-REF-006,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-006,UGU3-REF-006.JPG,Photo,F,Supporting / Context,A,TOPOLOGY / ORIENTATION; CONSEQUENCE,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Supporting evidence for local conveyor-adjacent accumulation with roadway-attribution caution.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,ACCEPTED,
UGU3-REF-007,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-007,UGU3-REF-007.JPG,Photo,F,Direct,E,DEFECT / CONDITION; EXTENT / SEVERITY,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Hero U3 conveyor-adjacent accumulation image.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,ACCEPTED,
UGU3-REF-008,Underground - Secondary Plant,U3 Conveyor,UGU3-REF-008,UGU3-REF-008.JPG,Photo,F,Supporting / Context,S,TOPOLOGY / ORIENTATION; PROCESS RELATIONSHIP,Local conveyor-adjacent accumulation with roadway-attribution caution,7. Overall Spillage Picture / Other Supporting Asset Findings,Useful underground roadway/conveyor context if qualified carefully.,Coarse rock on the underground roadway must not automatically be attributed to conveyor spillage; favour deposits immediately beneath/adjacent to conveyor structure.,PENDING,
UGU4-REF-001,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-001,UGU4-REF-001.JPG,Photo,A,Context only,A,TOPOLOGY / ORIENTATION,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Supporting evidence for mistracking and one-side product loss; u4-specific cleaner geometry.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,ACCEPTED,
UGU4-REF-002,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-002,UGU4-REF-002.JPG,Photo,A,Context only,S,TOPOLOGY / ORIENTATION,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,General tripper topology and guarded equipment context.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-003,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-003,UGU4-REF-003.JPG,Photo,A,Context only,S,TOPOLOGY / ORIENTATION; MAINTENANCE / DESIGN DETAIL,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Supporting evidence for mistracking and one-side product loss; u4-specific cleaner geometry.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-004,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-004,UGU4-REF-004.JPG,Photo,A,Supporting,S,MECHANISM; OPERATING CONTEXT,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Longitudinal view supporting belt lateral displacement.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-005,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-005,UGU4-REF-005.JPG,Photo,A,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Supporting evidence for mistracking and one-side product loss; u4-specific cleaner geometry.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-006,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-006,UGU4-REF-006.JPG,Photo,A,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Essential severe fines-accumulation consequence image.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,ACCEPTED,
UGU4-REF-007,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-007,UGU4-REF-007.JPG,Photo,A,Direct,E,CONSEQUENCE; EXTENT / SEVERITY,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Essential one-side coarse/lump-product accumulation image.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,ACCEPTED,
UGU4-REF-008,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-008,UGU4-REF-008.JPG,Photo,A,Supporting,S,MECHANISM; OPERATING CONTEXT,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Tail-pulley/belt relationship supporting the recorded alignment concern.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-009,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-009,UGU4-REF-009.jpg,Photo,A,Direct,E,MECHANISM; DEFECT / CONDITION,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Principal still directly showing lateral belt mistracking.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,ACCEPTED,
UGU4-REF-010,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-010,UGU4-REF-010.MP4,Video,A,Supporting / source-recorded alignment observation support,S,MECHANISM; OPERATING CONTEXT; SOURCE-RECORDED SUPPORT,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Dynamic tail-pulley/belt evidence supporting the inspector-recorded alignment concern; not quantitative.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UGU4-REF-011,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-011,UGU4-REF-011.JPG,Photo,A,Direct,E,MAINTENANCE / DESIGN DETAIL; REMEDIAL-CONCEPT CONTEXT,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Essential custom cleaner geometry image explaining why U4 is an exception to generic cleaner standardisation.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,ACCEPTED,
UGU4-REF-012,Underground - Secondary Plant,U4 Tripper Car,UGU4-REF-012,UGU4-REF-012.JPG,Photo,A,Direct,S,MAINTENANCE / DESIGN DETAIL; REMEDIAL-CONCEPT CONTEXT,Mistracking and one-side product loss; U4-specific cleaner geometry,15. U4 Tripper Car - Strong Local Cause-and-Effect Example,Second custom-cleaner view retained for layout/detail choice.,Mistracking and one-side loss are visually verified. Tail-pulley misalignment remains inspector-recorded/visually supported but is not quantitatively proven by the media.,PENDING,
UG5A-REF-001,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-001,UG5A-REF-001.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Supporting evidence for extensive/widespread return-side fines accumulation.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",PENDING,
UG5A-REF-002,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-002,UG5A-REF-002.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Hero large fines mound beside/under the conveyor.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",ACCEPTED,
UG5A-REF-003,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-003,UG5A-REF-003.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Supporting evidence for extensive/widespread return-side fines accumulation.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",PENDING,
UG5A-REF-004,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-004,UG5A-REF-004.JPG,Photo,F,Direct / Supporting carryback geometry,E,MECHANISM; DEFECT / CONDITION; PROCESS RELATIONSHIP,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Essential return-side geometry image with fines directly beneath the return belt/roller region.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",ACCEPTED,
UG5A-REF-005,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-005,UG5A-REF-005.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Supporting evidence for extensive/widespread return-side fines accumulation.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",PENDING,
UG5A-REF-006,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-006,UG5A-REF-006.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; TOPOLOGY / ORIENTATION,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Essential long view showing widespread longitudinal fines accumulation.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",ACCEPTED,
UG5A-REF-007,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-007,UG5A-REF-007.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; TOPOLOGY / ORIENTATION,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Second long view supporting the widespread classification.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",PENDING,
UG5A-REF-008,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-008,UG5A-REF-008.JPG,Photo,F,Context only,A,TOPOLOGY / ORIENTATION,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Supporting evidence for extensive/widespread return-side fines accumulation.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",ACCEPTED,
UG5A-REF-009,Underground - Silos / Feeders,U5A Conveyor,UG5A-REF-009,UG5A-REF-009.JPG,Photo,F,Direct / Supporting,S,TOPOLOGY / ORIENTATION; MECHANISM,Extensive/widespread return-side fines accumulation,8. Fines Are Being Lost Progressively,Supporting route/return-side context with residual fines and scattered coarse material.,"Geometry is strongly consistent with return-side carryback, but the stills do not prove carryback as the sole origin of every deposit.",PENDING,
UG5B-REF-001,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-001,UG5B-REF-001.JPG,Photo,F,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Principal sizeable local fines accumulation image.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",ACCEPTED,
UG5B-REF-002,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-002,UG5B-REF-002.JPG,Photo,F,Direct / Supporting,S,DEFECT / CONDITION; PROCESS RELATIONSHIP,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Supporting evidence for localised fines accumulation with non-widespread comparator.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",PENDING,
UG5B-REF-003,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-003,UG5B-REF-003.JPG,Photo,F,Direct / Supporting carryback geometry,E,MECHANISM; DEFECT / CONDITION,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Return-side geometry supporting the carryback interpretation.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",ACCEPTED,
UG5B-REF-004,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-004,UG5B-REF-004.JPG,Photo,F,Direct / Supporting carryback geometry,S,MECHANISM; DEFECT / CONDITION,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Supporting evidence for localised fines accumulation with non-widespread comparator.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",PENDING,
UG5B-REF-005,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-005,UG5B-REF-005.JPG,Photo,F,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Second sizeable local mixed fines/coarse accumulation.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",PENDING,
UG5B-REF-006,Underground - Silos / Feeders,U5B Conveyor,UG5B-REF-006,UG5B-REF-006.JPG,Photo,F,Context / Supporting,E,COMPARATOR / CLEAN CONDITION; TOPOLOGY / ORIENTATION,Localised fines accumulation with non-widespread comparator,8. Fines Are Being Lost Progressively / Supporting Assets,Important wider comparator showing the condition is not uniformly widespread along the inspected route.,"Retain trace-to-localised overall classification even though individual local deposits are sizeable. Carryback remains a mechanism interpretation, not sole proven origin.",ACCEPTED,
W10-REF-001,Surface - Screening,W10 Conveyor - Primary Feed,W10-REF-001,W10-REF-001.jpg,Photo,D,Direct / Supporting,S,EXTENT / SEVERITY,Coarse/mixed-product containment in a confined tunnel,12. W10 - Coarse Product Loss in a Confined Tunnel,Supporting evidence for coarse/mixed-product containment in a confined tunnel.,Exact initiating cause of every W10 deposit remains unresolved; do not present the side-containment concept as a final design.,PENDING,
